"","label","text","label_text"
"2525",0,"dated my twitter background -- I think it totally suits me! pumpkins FTW!","non-political"
"2526",0,"obbs that was before I reached my fighting weight.","non-political"
"2527",0,"od to see that my brother spent Halloween partying with girls dressed up as slutty somethings...","non-political"
"2528",0,"ve just hit my self o.o <.<","non-political"
"2529",0," I want a Bacon Cheeseburger From wendys ! >:O","non-political"
"2532",0," acabÃ³ la F1. Voy a ver alguna peli de las que tengo por ahÃ­ olvidadas","non-political"
"2533",0,"rnKey MovableType Live CD 2009.02-hardy-x86 http://bit.ly/4iIFli","non-political"
"2535",0,"y Darris! wake up","non-political"
"2536",0,"nnnnnnnnnnd it's over. =[","non-political"
"2537",0," @NewsGuyATL: I like big girls too.....(the fags use to call me one back in the day..lmao)","non-political"
"2538",0," @lulushea How long is it going to take someone to invent breakfast delivery? Only in hotels, still? This is ridiculous.","non-political"
"2539",0,"nal Cut Pro Plugin Tip: If you need a quick bumper for your video, check out Drop In from SugarFX. Very cool and easy to use!","non-political"
"2540",0," be a winner at a card game you need to get you hands on the trump card. http://bit.ly/kmid2","non-political"
"2541",0,"amillard THEN COME HOME! Seriously, when are you back? Dependent on my meeting tomorrow, I might be in NYC next week!","non-political"
"2542",0,"learlyItsTati no worries I got it!!","non-political"
"2543",0,"eechie_tyw ; my nite was koo , didnt do nun special","non-political"
"2544",0," I didn't force you to dance with me that's ur fault @Jazzo0: S.O to @Mik3Lowrey for helpin me drop my camera !! I HATE YOUUUU!!! lol","non-political"
"2545",0,"nna talk?","non-political"
"2546",0," @geheimwissen Die #Schweinegrippe - Pandemie aus der HexenkÃ¼che http://tinyurl.com/ykp525u #Pandemie aus der HexenkÃ¼che","non-political"
"2547",0,"hadow857 because i don't want you contaminating her shit. duh. you open mouthed kissed a damn horse when you were 8 ughh shall i say more?","non-political"
"2548",0,"rPeterAndre hi pete howz u loving the songs on new album howz j ,p and h doing hope there ok hope to hear from u soon xxxx team andre x","non-political"
"2550",0,"lloween as Jerome Dillon: http://tinyurl.com/hw10312009","non-political"
"2553",0,"3edge it went to moderation for some reason, I just approved it :)","non-political"
"2554",0," no interior de Sao Paulo no maior tÃ©dio... so PC e joga Xbox, Ã© bom mas eu quero saaaaaaaaaaaaaaaaair pra da um roleeeeeeee","non-political"
"2555",0,"may do a Longhorn tube scarf. So cute! RT @croqzine: RT @CollegeFashion: DIY Tutorial: Tubular Tee Shirt Scarves http://bit.ly/34OUYX","non-political"
"2556",0,"morrow I'm taking the brother to the Coastal Carolina Fair. Anyone wanna join us?! Eliz can't go =\","non-political"
"2558",0," @BoukeHaarsma: Completed my first blog entry: ""Optimizing SELECT * FROM with mysql_field_table()"" - http://bit.ly/IabNq","non-political"
"2562",0," amo @BritneySpears e quero ganhar a promoÃ§Ã£o do @BritneyNowCom #britney3premiere","non-political"
"2563",0,"oto: (via papertissue) ahhhh! http://tumblr.com/xns3swwp9","non-political"
"2564",0,"hhh, still on the road; won't be back for about another 2 hours...we betta be stoppin soon im hungryyyy; and my ass hurtz =/","non-political"
"2565",0,"sh my iPhone would get cable. Lol. I wanna go chill by the pool but am into this show. And I DO need to hit the gym today.","non-political"
"2566",0," that #frutporn? RT @salleegal: http://twitpic.com/nwcxa - More Fall 2009 in yard...","non-political"
"2567",0," the Broncos lose to the Ravens I will brutally murder Ray Lewis.","non-political"
"2569",0,"inking About The Movies Today, Anyone Tagging Along ? <3 Tell Me If You Wanna Go =] - Hello, It'sAnnoedHunâ„¢.","non-political"
"2570",0," I am not riding with the team today, they are paying to ride, that does not seem right.","non-political"
"2571",0,"lloween was so fun! but my head hurts and i have to do all my iliad hw before noon. then work. ugh.","non-political"
"2572",0,"tp://twitpic.com/nwevf - homecoming dance this was fun i went with my friends","non-political"
"2573",0,"loriabell Cherry cinnamon? That sounds quite nice!","non-political"
"2574",0,"dio church reminded me this morning to ""LOVE THY NEIGHBOR AS THYSELF"". Great way to start my Sunday by loving you beautiful people! =-D.","non-political"
"2575",0,"m sick....","non-political"
"2576",0,"ne to Gov. with DrkForestWolves. texxtt.â™¥","non-political"
"2577",0,"aulmcclean Your right, it would be more scientific. But whats the point of that remark?","non-political"
"2579",0,"haeBaeBae I see I see. Lol","non-political"
"2581",0,"emDotLifer i still have love for you though Mo :-)","non-political"
"2582",0,"ean2014 *grabs another heavy box* Jeez Chuck is going to think his holidays have all come at once!","non-political"
"2583",0,"halanges What the frak??!?","non-political"
"2584",0,"ws aus Hofgeismar: Und Mendelssohn Ã¼berzeugte http://bit.ly/2bsUQT #hna","non-political"
"2585",0,"rgindo duvidas na minha cabecinhaa =/","non-political"
"2588",0,"m giving away an iPod tonight...tune in: http://bit.ly/SVRoI","non-political"
"2589",0,"h, i love @lithquita for making me the braclet(:","non-political"
"2590",0,"d the marathon thing, congratulations Erin, Apparently missed Laura and Katie Fitch even though we were watching, congrats to you 2 also","non-political"
"2592",0," nigga jus sent me a pic from last nite n he was dressed up as a woman lol... so he had to wait for halloween to come out the closet?","non-political"
"2593",0,"loydfanx33 naaah coz i made my own calander :L jokes xx","non-political"
"2594",0,"iszpanic tNx gurlie. imagine if my future baby fathers saw mii. lmaoo we woulda started the baby mekin last night","non-political"
"2595",0,"mm. Natural wine. RT @TheSnarkHunter: Almost to Santa Rosa and our appt @theNPA !","non-political"
"2596",0,"nnybecker dududuuu... WAAAAHH!!! i see ... so many mistakes... tz tz tz! i dont wHant > it's want my dear and ""than"".i think you mean then","non-political"
"2597",0,"mingo de misa?","non-political"
"2599",0,"ticle on the loft where #wilco rehearse and record. http://bit.ly/4lpWJC (rt @andrew_T","non-political"
"2600",0,"ke this from Kurt Herbert Alder ""Tradition is what you resort to when you don't have the time or the money to do it right.""","non-political"
"2601",0," @MarvinTowler: The teacher must remain the student if the teacher is to grow. ~ Emmanuel","non-political"
"2602",0,"anniiMinogue Dannii i was wondering why u don't perform on the x factor coz cheryl did and your waaayyy better!! xx","non-political"
"2603",0," was bound to happen sooner or later...""Channel drift"" has struck The Weather Channel! They're now showing...MOVIES? http://bit.ly/2MYjE6","non-political"
"2605",0," Hoddle: Hoddleen Part 9 - Speed Demon Quickplay http://bit.ly/2jChbJ #FMLive","non-political"
"2606",0,"d I need a collar for when I go to her house.... but we have no pets. this will be hard...","non-political"
"2607",0,"raigMcFarland how can you be torn? He spat in the face of every Green Bay fan.","non-political"
"2608",0,"ATTHARDYBRAND http://twitpic.com/iv75w - stop it with the food!","non-political"
"2609",0,"lennbeck Glenn I love your show, My mother in Germany would swear America is doing great. Do they have anyone like you in EU? Go green 420","non-political"
"2610",0,"bbaseball22 obviously I'm going to send after the game..","non-political"
"2612",0,"ecilyjamelia I think I saw Willie lol. I was gooooooooone!","non-political"
"2613",0,"mmy is a Hallo-Bug: One of my favorite babies is getting to be a big girl, and look how adorable she looks in.. http://bit.ly/1dMeqY","non-political"
"2614",0,"can't help that you don't understand me... @the end of the day you DO respect me","non-political"
"2616",0,"hateJLS and then the decide to do the song that i HATE.","non-political"
"2617",0,"herry_road we sort of don't know how to stop...","non-political"
"2619",0,"king the most of my one day off work this week lol cant believe its november already.. what a year its been so far","non-political"
"2620",0," one of the band has returned, one who isn't my bf . You'd think the one who is my bf would have tried to be first bk to stope me worrying","non-political"
"2621",0,"h i was comfortable on junction afta 2 yrs of midwood daats crazy lol","non-political"
"2622",0,"uthlorenzo1 http://twitpic.com/ls195 - RuTH MY FIANCE F 7 YEARS LEFT ME OVER THE PHONE TOLD ME HE WAS CHEATING IM DEVISTATED I NEED U AND","non-political"
"2623",0,"h seriously Jedward still in #xfactor rachel in the botton 2 yet again","non-political"
"2624",0," #xfactor were to adopt the same voting system as Eurovision #jedward would not be through.","non-political"
"2625",0," @cafemom ""Never lend your car to anyone to whom you have given birth."" --ErmaBombeck","non-political"
"2626",0," @donturner182: @kokogirl You need a new putter like Mark needs another phone. ;) -pretty much! lol","non-political"
"2628",0,"ackiejonas15 hahaha im just kidding i do too","non-political"
"2629",0,"mework, cleaning, grocery shopping and laundry day! Today is a productive day, which is always good.","non-political"
"2630",0,"xting with TBL just makes me realize how much I want him to be more than a friend. My heart aches for him","non-political"
"2632",0,"st bookbag that fits a laptop and camera? suggestions?","non-political"
"2633",0,"ifeasahaus You're lucky. Daily savings time is the worst invention of the 20th century.","non-political"
"2634",0,"Ð¾Ð²Ð¾Ñ€Ð¸Ð»Ð½Ñ ÑÐ¿Ð°Ð¼ - Ð¡Ð¼ÐµÑ…ÑŠÑ‚ Ðµ Ð·Ð´Ñ€Ð°Ð²Ðµ 18+ - http://tinyurl.com/ydrt8e8","non-political"
"2635",0,"reamCassell Your picture looks great! Have fun in the big apply!","non-political"
"2636",0,"´ saindo pro rolÃª galera, esse vai ser bom ! SEGURA PEÃƒO ! HAHA bem, pelo menos pra mim...","non-political"
"2637",0,"RINTHIANS o poderoso TimÃ£o â™¥","non-political"
"2638",0,"enisecouture hey honey buns! I miss your face! I'm with Nicole girl. In Charlotte!","non-political"
"2639",0,"e top of my hair is blonde and the bottom is black :) i love it so much. now my family's here for a belated pat's birthday celebration.","non-political"
"2640",0,"rry bro u know I od od od od od love you so kut it out!!! @BaGzDaBoSS","non-political"
"2641",0,"perantly lloyd would be better in a band.. And he wont go through any further.. :/","non-political"
"2643",0,"G... the Broncos made me look bad today! no longer undefeated :(","non-political"
"2645",0,"favorited a YouTube video -- Information Overload http://bit.ly/1OMjfn","non-political"
"2646",0,"me one decided to light incense in my buildiing......Great in allergic to incense. Now I cant stop sneezin and my face puffed up!!!!!!","non-political"
"2647",0,"auzee ele eh ridiculo... quer ficar aki no Brasil pq ngm mais ker aquela bola imensa!","non-political"
"2648",0,"text my mom asking if i was weird and she says where. haha","non-political"
"2649",0,"uit snacks will get you anywhere with small children.","non-political"
"2650",0,"ase_xo i think i got the last one from the box office, i was eeeee-ing haha :)","non-political"
"2651",0,"w! Ain't that nice just finish arguing w/ my sister. I was so calm usually I will flip out & she was pissed of at my calmness. :)","non-political"
"2654",0,"apinhaFire FaustÃ£o tÃ¡ faustinho","non-political"
"2655",0,"larars_ ainda bem q briga com os pais Ã± dura muito.. minha mÃ£e jÃ¡ tÃ¡ amavel denovo HDIUSAHDIS mas eles nÃ£o entendem a gnt msm, Ã© a vida ;)","non-political"
"2656",0,"tto on the jealous! RT @btkennett: @nathaneide jealous. That beats Vikes Pack anyday...","non-political"
"2657",1,"They are talking of joining nationalist and republic of texas groups. aren't these contradictory goals??","political"
"2658",0,"BO restricts memory voltage?: I recently changed my timigs on my memory sticks (2x 1GB Geil 800Mhz Dual Chann.. http://bit.ly/2hpLit","non-political"
"2659",0,"artyBoyz247 Yo, you fronted again!! Now you promoting a ""bashment"" so i guess you not in the building 2nite either... SMH","non-political"
"2661",0,"en_Bunni @misPinkdiamond @katiecairnie @ashuhleyy @OohLaLa_Frenchy @StephieCaudell All The Kush Queens Should Follow @TheIndividuals","non-political"
"2662",0," @JavaFree: PapÃ©is de parede com calendÃ¡rio: Novembro de 2009 http://bit.ly/tWD1M","non-political"
"2663",0,"d better start practicing! RT @FunFactoryGames We are working on a Skeeball league","non-political"
"2664",0,"lloween Recap on the blog: http://www.michellesidles.com/","non-political"
"2665",0,"st realized that I spelled Lambeau Field wrong. my bad","non-political"
"2666",0," @jessefeitel: #fest8 #phish YEAH!!! WATER IN THE SKY!","non-political"
"2667",0,"me friends I think you should follow: @ConConstSvces @NIR_theEXPERT @QualityCraftInc @WernerRestore PLZ RT","non-political"
"2669",0,"alClimate: El Nino, Global Warming, and Anomalous U.S. Winter Warmth http://tinyurl.com/ydm4ot7","non-political"
"2670",0,", my wife likes football, and the game is on. The boy complains saying ""haven't we watched this show already"" FTW!!","non-political"
"2671",0,"rrrggghhh...trying to figure out my life...so far, its not going so well... :/","non-political"
"2672",0," I have resistance to something, it means there's something wrong. The resistance to me is a sign of fear. Bi ... http://lnk.ms/4Htrv","non-political"
"2674",0,"earsmanyhats I did! I think I ate enough for the both of us. I don't feel so well! :)","non-political"
"2676",0,"otsam Yes, right where you want your face to be. Near his crotch. I hope that movie bankrupts the studio.","non-political"
"2677",0," hubby is asleep on the couch. I think I could go for a nap as well while the roast does it's thing.","non-political"
"2678",0," @top_post: makeuseof: Songr â€“ A Desktop MP3 Search Engine That Also Downloads Songs for You: Perhaps THERE A.. http://bit.ly/a9Ahk","non-political"
"2679",0,"s the next one in line for san fransico and they kicked me out. LAME.","non-political"
"2680",0,"ckenziewark Did they just take the functional prerequisites of society and replace them with things in academia?","non-political"
"2681",0,"heworst going out wit someone and they say ""aw man I forgot my money""","non-political"
"2683",0," @GuyKawasaki: Why leaves really fall off trees http://om.ly/YEVu","non-political"
"2685",0,"ittleFletcher @DebbieFletcher http://twitition.com/blmd9 can you ask people to sign this petition, PLEASE?","non-political"
"2686",0,"tried to learn how to play ""You & Me"" - Dave Matthews Band in my acoustic guitar & I...SUCKED!! I soO need to start taking lessons! lol","non-political"
"2687",0,"uters Sports: Aggressive Ravens end Broncos' unbeaten start: BALTIMORE (Reuters) - The Baltimo.. http://bit.ly/18RKsI","non-political"
"2688",0,"w55 Congrats on your awesome finish! You are still as great of a racer as ever! Way to go!","non-political"
"2689",0,"ll i love movies, i have a 200 Gb movies, TV Shows, stand up comedies and documentaries library... i love documentaries the most","non-political"
"2690",0,"nniest dancing ever! and more...: Â  Funniest dancing ever! jack-o-garden Shae wins the month of October .. http://bit.ly/2fphbR","non-political"
"2692",0,"mTV Host @KerriPom shares her recent trip to Africa Orphanages LIVE Tuesday 8 PM ET @HeartforAfrica http://bit.ly/1lh69L","non-political"
"2693",0,"phrase: Is Media Temple having down time issues today? Can't access my sites.","non-political"
"2694",0," @wilhelminawang: I'm having another contest. One more prize has been added - a Lelo Bo! Details here: http://bit.ly/LOBoZ","non-political"
"2695",0,"ndysBoBandy For why did you hate music for 4 hours? That hurts my heart!","non-political"
"2696",0,"nna make beer bread. get out of the kitchen peeps!","non-political"
"2698",0,"lloween @ empire was the shiit. coldflamez was hella live. ay bitch! losin my mind!","non-political"
"2700",0," @BieberSquad: http://twitpic.com/nxheq - oooohhh i cant wait to get this poster :)","non-political"
